www.icourse163.org,1001770002,电气控制实践训练,null,32077,厦门大学,XMU
www.icourse163.org,1001985002,科学计算与数学建模,null,18316,中南大学,CSU
www.icourse163.org,1001988001,财政学,null,30657,中南财经政法大学,ZNUEDU
www.icourse163.org,1001622002,天文探秘,null,58118,南京大学,NJU
www.icourse163.org,1001741023,魅力汉语,null,38238,华中农业大学,HZAU
www.icourse163.org,1002529016,基础微积分,null,4952,中国科学技术大学,USTC
www.icourse163.org,1002419002,教师课堂教学技能的自我提升,null,4951,爱课程,icourse
www.icourse163.org,1002693006,思想道德修养与法律基础,null,4931,河北科技大学,HEBUST
www.icourse163.org,387002,无机化学（上）,null,16443,天津大学,TJU
www.icourse163.org,1001759008,生命科学基础,null,8702,北京理工大学,BIT
www.icourse163.org,1001909005,大学生科技创新课程之“互联网+”创新创业大赛,null,19493,西南交通大学,SWJTU
www.icourse163.org,1002532004,计算机系统基础(三)：异常、中断和输入/输出,null,4905,南京大学,NJU
www.icourse163.org,1001691001,分析化学（一）：化学分析,null,18656,湖南大学,HNU
www.icourse163.org,1002146005,刑事出庭技能实训,null,4885,西南财经大学,SWUFE
www.icourse163.org,1002355002,C君带你玩编程,null,4864,昆明理工大学,KMUST
www.icourse163.org,1002199009,高频电子电路分析基础,null,14099,西安电子科技大学,XIDIAN
www.icourse163.org,1002246013,画法几何及土木工程制图（上）,null,17509,大连理工大学,DLUT
www.icourse163.org,1002530010,美学与人生,null,4820,西南大学,SWU
www.icourse163.org,1002422002,微课程教学法,null,4815,爱课程,icourse
www.icourse163.org,1002536016,组织与人力资源管理,null,4802,中南财经政法大学,ZNUEDU
www.icourse163.org,1002012010,创业基础,null,28069,中南财经政法大学,ZNUEDU
www.icourse163.org,1002170002,工程力学——材料力学,null,4794,大连理工大学,DLUT
www.icourse163.org,235004,数学实验,null,26476,电子科技大学,UESTC
www.icourse163.org,234015,数字集成电路与系统设计（ASIC设计）,null,24379,电子科技大学,UESTC
www.icourse163.org,1001700017,分析化学（二）：仪器分析,null,15428,湖南大学,HNU
www.icourse163.org,70004,数据结构,null,33645,中国海洋大学,OUC
www.icourse163.org,1002587003,探索心理学,null,4773,西南交通大学,SWJTU
www.icourse163.org,235011,心理健康与创新能力,null,24274,电子科技大学,UESTC
www.icourse163.org,32004,传统文化与中医养生,null,121025,东南大学,SEU
www.icourse163.org,1002269008,无机化学（下）,null,4753,天津大学,TJU
www.icourse163.org,1002526013,艺术的星空,null,4748,南昌大学,NCU
www.icourse163.org,50001,有机化学（2）,null,33599,西安交通大学,XJTU
www.icourse163.org,169003,高速铁路概论,null,9133,西南交通大学,SWJTU
www.icourse163.org,1001515002,工程力学,null,39549,华中科技大学,HUST
www.icourse163.org,370002,VisualBasic.NET程序设计入门,null,35769,同济大学,TONGJI
www.icourse163.org,1001755397,病理与健康,null,8363,东南大学,SEU
www.icourse163.org,1002353001,西方现代化视野下的英美文学,null,11091,西南交通大学,SWJTU
www.icourse163.org,1002083015,电工学,null,12328,东北大学,NEU
www.icourse163.org,493006,电影鉴赏,null,101929,中国海洋大学,OUC
www.icourse163.org,216002,线性代数启蒙,null,57116,北京航空航天大学,BUAA
www.icourse163.org,94001,机械设计,null,59269,西南交通大学,SWJTU
www.icourse163.org,1001967013,翻转课堂教学法1.5,null,33406,北京大学,PKU
www.icourse163.org,1002607070,嵌入式软件设计,null,4631,大连理工大学,DLUT
www.icourse163.org,212005,行政法学,null,57229,武汉大学,WHU
www.icourse163.org,46012,太极拳医学,null,106209,四川大学,SCU
www.icourse163.org,1001608001,经济地理学,null,13272,华东师范大学,ECNU
www.icourse163.org,1002531007,生命活动的奥秘——人体生理学精要,null,4613,武汉大学,WHU
www.icourse163.org,1002106008,大学英语综合课程（三）,null,13323,国防科技大学,NUDT
www.icourse163.org,1002573004,文化创意产业,null,4597,福建师范大学,FJNU
www.icourse163.org,50002,大学物理-振动、波动和波动光学,null,7854,国防科技大学,NUDT
www.icourse163.org,1002015029,创业团队建设与管理,null,29819,首都经济贸易大学,CUEB
www.icourse163.org,289001,微积分（三）,null,45896,哈尔滨工业大学,HIT
www.icourse163.org,1002330019,创业投资,null,12852,厦门大学,XMU
www.icourse163.org,1001753308,中国现当代通俗小说与网络小说,null,6808,苏州大学,SUDA
www.icourse163.org,1002208027,自我塑造：优雅做人,null,21086,哈尔滨工业大学,HIT
www.icourse163.org,1002604047,电路分析,null,4567,首都师范大学,CNU
www.icourse163.org,1002270005,微生物学,null,4564,华中农业大学,HZAU
www.icourse163.org,1002336007,音乐与健康,null,14982,宁波大学,NBU
www.icourse163.org,1001609001,民族声乐进阶密码——石春轩子教学示范课堂,null,30137,华东师范大学,ECNU
www.icourse163.org,1002020001,大学英语—交互英语（二）,null,15673,中南大学,CSU
www.icourse163.org,1002105007,大学英语综合课程（四）,null,12914,国防科技大学,NUDT
www.icourse163.org,238004,机械原理,null,58163,北京航空航天大学,BUAA
www.icourse163.org,1002082013,西方现代艺术赏析,null,14728,吉林大学,JLU
www.icourse163.org,1001593010,无机及分析化学（上）,null,35905,华中农业大学,HZAU
www.icourse163.org,1002124004,创业3+3,null,9306,哈尔滨工业大学,HIT
www.icourse163.org,1001743001,行政管理学,null,14059,西北大学,NWU
www.icourse163.org,1001942004,电子线路设计、测试与实验（一）,null,16250,华中科技大学,HUST
www.icourse163.org,1002420003,如何做创客教育,null,4498,爱课程,icourse
www.icourse163.org,1001694004,细胞神经科学,null,4474,台湾新竹“清华大学”,NTHU
www.icourse163.org,1002012002,网络视频监控技术,null,9525,长安大学,CHD
www.icourse163.org,20014,中国哲学史（先秦部分）,null,91315,武汉大学,WHU
www.icourse163.org,1002015001,内科护理学,null,10521,华中科技大学,HUST
www.icourse163.org,1002085010,新闻伦理与法规,null,11867,华中师范大学,CCNU
www.icourse163.org,1001754046,民事诉讼法,null,5778,南京师范大学,NJNU
www.icourse163.org,1001807020,生活中的刑法,null,4426,中南财经政法大学,ZNUEDU
www.icourse163.org,1001766004,生物大数据,null,11327,福建农林大学,FAFU
www.icourse163.org,1002081015,工程制图,null,19041,南昌大学,NCU
www.icourse163.org,1002335009,遥感数字图像处理,null,4404,北京师范大学,BNU
www.icourse163.org,46013,侵权责任法,null,64562,四川大学,SCU
www.icourse163.org,1001553013,课堂问答的智慧与艺术,null,29826,爱课程,icourse
www.icourse163.org,97001,大学物理-电磁学和光学,null,46998,山东大学,SDU
www.icourse163.org,1002529015,小学语文教学设计,null,4386,湖南第一师范学院,HDDYSF
www.icourse163.org,1002603014,护理科研,null,4382,华中科技大学,HUST
www.icourse163.org,1001970009,土木工程概论,null,12751,上海大学,SHU
www.icourse163.org,1002533021,生活中的经济学思维,null,4358,西南财经大学,SWUFE
www.icourse163.org,1002582006,网络安全与应用,null,4339,福建师范大学,FJNU
www.icourse163.org,1002532013,国际贸易学,null,4339,中南财经政法大学,ZNUEDU
www.icourse163.org,1002582007,立体构成——空间形态构成,null,4335,华侨大学,HQU
www.icourse163.org,44005,大学物理2：振动与波动、热学,null,46002,同济大学,TONGJI
www.icourse163.org,1002493010,交替传译,null,31840,广东外语外贸大学,GDUFS
www.icourse163.org,1002537001,数学眼光看道家,null,4328,北京航空航天大学,BUAA
www.icourse163.org,1001943003,电子线路设计、测试与实验（二）,null,14315,华中科技大学,HUST
www.icourse163.org,1001807001,现代遗传学,null,17081,厦门大学,XMU
www.icourse163.org,1002081019,足球裁判法,null,8525,东北大学,NEU
www.icourse163.org,483007,标准与我们的生活,null,12036,湖南大学,HNU
www.icourse163.org,1002480001,民俗文化鉴赏,null,18127,华中农业大学,HZAU
www.icourse163.org,1002565001,属性数据分析,null,4295,厦门大学,XMU
www.icourse163.org,1002580001,哲学与人生,null,4289,山东大学,SDU
www.icourse163.org,461003,抗菌药与超级细菌——天使与魔鬼的博弈,null,19109,复旦大学,FUDAN
www.icourse163.org,1002599030,MIB国际商务,null,4277,浙江工商大学,HZIC
www.icourse163.org,1002556003,信息安全,null,4266,厦门大学,XMU
www.icourse163.org,1001807014,数字信号处理,null,17688,北京航空航天大学,BUAA
www.icourse163.org,1002480003,材料力学,null,9846,中南大学,CSU
www.icourse163.org,1001753352,中医儿科学,null,6916,南京中医药大学,NJUTCM
www.icourse163.org,1002253007,微软人工智能 - 服务和 API,null,12071,微软,MSRA
www.icourse163.org,1002415002,动态几何画板Geogebra教学应用,null,4229,爱课程,icourse
www.icourse163.org,171001,高速铁路动车组技术,null,9506,西南交通大学,SWJTU
www.icourse163.org,1002530012,音乐鉴赏,null,4226,西安交通大学,XJTU
www.icourse163.org,1002543002,通信原理,null,4213,北京邮电大学,BUPT
www.icourse163.org,47023,国防教育——军事理论,null,51409,西安交通大学,XJTU
www.icourse163.org,1002600046,概率论与数理统计,null,4208,湖南大学,HNU
www.icourse163.org,1002043009,无机化学-原理Ⅰ,null,4203,厦门大学,XMU
www.icourse163.org,1002534017,管理咨询,null,4195,暨南大学,JNU
www.icourse163.org,1001864001,中国古典家具,null,19963,福建农林大学,FAFU
www.icourse163.org,169001,大学英文写作（二）,null,124039,国防科技大学,NUDT
www.icourse163.org,1002203001,数字电路与系统设计,null,9796,西安电子科技大学,XIDIAN
www.icourse163.org,1002694018,人工智能导论,null,4183,浙江工业大学,ZJUT
www.icourse163.org,1001755318,江南古代都会建筑与生态美学,null,5726,苏州大学,SUDA
www.icourse163.org,1002144004,工程经济学,null,9449,四川大学,SCU
www.icourse163.org,1001944005,材料科学基础,null,14677,大连理工大学,DLUT
www.icourse163.org,1001962004,中西文明比照,null,9020,电子科技大学,UESTC
www.icourse163.org,1001755352,中医护理学,null,5188,南京中医药大学,NJUTCM
www.icourse163.org,1001806008,大学物理（电磁学、光学、相对论）,null,19580,东北大学,NEU
www.icourse163.org,1001772005,行政管理学,null,31326,中南财经政法大学,ZNUEDU
www.icourse163.org,1002598056,管理学,null,4137,北京化工大学,BUCT
www.icourse163.org,1002104010,线性代数与解析几何,null,15743,西安交通大学,XJTU
www.icourse163.org,1001764006,偏微分方程,null,18676,厦门大学,XMU
www.icourse163.org,1001884001,分析化学,null,13521,大连理工大学,DLUT
www.icourse163.org,1002578005,数据结构与算法,null,4126,西安邮电大学,XIYOU
www.icourse163.org,214001,物理化学（上）,null,46719,武汉大学,WHU
www.icourse163.org,1001938002,大学计算机,null,41894,大连理工大学,DLUT
www.icourse163.org,236003,线性代数与空间解析几何（一）,null,52534,电子科技大学,UESTC
www.icourse163.org,46003,大学物理—振动、波动与光学,null,46522,北京理工大学,BIT
www.icourse163.org,1001690002,从自然世界到智能时代,null,21435,湖南大学,HNU
www.icourse163.org,1002081007,无处不在——传染病,null,8752,南昌大学,NCU
www.icourse163.org,1001738002,医用物理学,null,8310,郑州大学,ZZU
www.icourse163.org,1002145005,混凝土结构设计原理,null,15970,湖南大学,HNU
www.icourse163.org,1002578001,化工原理,null,4053,天津大学,TJU
www.icourse163.org,1002606048,高级计量经济学,null,4052,厦门大学,XMU
www.icourse163.org,410002,理论力学,null,48436,西南交通大学,SWJTU
www.icourse163.org,1002329009,制胜：一部孙子傲商海,null,16753,江西财经大学,JXUFE
www.icourse163.org,238011,通信原理,null,34354,电子科技大学,UESTC
www.icourse163.org,212002,有机化学（下）,null,27527,大连理工大学,DLUT
www.icourse163.org,15001,材料科学基础（上）,null,40028,西北工业大学,NWPU
www.icourse163.org,1001734002,物理化学（一）,null,25130,大连理工大学,DLUT
www.icourse163.org,45002,体育与健康,null,64886,华东师范大学,ECNU
www.icourse163.org,1001765003,计算机控制系统,null,22503,东北大学,NEU
www.icourse163.org,1002575005,儿科护理学,null,4005,厦门大学,XMU
www.icourse163.org,1002337008,航海英语听力与会话,null,4000,大连海事大学,DLMU
www.icourse163.org,68002,力学(下),null,12060,吉林大学,JLU
www.icourse163.org,1002155003,数学竞赛选讲,null,9739,哈尔滨工业大学,HIT
www.icourse163.org,1001755160,水利工程概论,null,9166,河海大学,HHU
www.icourse163.org,1002027012,电子技术应用实验1（数字电路基础实验）,null,10719,电子科技大学,UESTC
www.icourse163.org,1001596004,社会学概论,null,48970,西安交通大学,XJTU
www.icourse163.org,1001909011,灾难逃生与自救,null,16300,同济大学,TONGJI
www.icourse163.org,1002085006,现代汉语言语交际,null,8959,南昌大学,NCU
www.icourse163.org,1002124002,口腔解剖生理学,null,7478,西安交通大学,XJTU
www.icourse163.org,1001701006,分析化学（三）：波谱分析,null,15267,湖南大学,HNU
www.icourse163.org,1002675006,复变函数,null,3935,国防科技大学,NUDT
www.icourse163.org,1002194003,数学竞赛选讲,null,8344,北京理工大学,BIT
www.icourse163.org,1002423001,教学研究的数据处理与工具应用,null,3916,爱课程,icourse
www.icourse163.org,1002147001,通信原理,null,11723,南京邮电大学,NJUPT
www.icourse163.org,1002084011,电磁场与电磁波,null,11767,武汉大学,WHU
www.icourse163.org,1002082006,私法英语表达,null,8481,吉林大学,JLU
www.icourse163.org,1002043005,如何识别和评估创业机会,null,21907,厦门大学,XMU
www.icourse163.org,1001907002,无机化学（下）,null,13935,大连理工大学,DLUT
www.icourse163.org,1002535025,儿童发展,null,3862,沈阳师范大学,SYNU
www.icourse163.org,306001,工程材料与机械制造基础,null,42287,山东大学,SDU
www.icourse163.org,1002201004,工程制图与计算机绘图,null,3835,西安电子科技大学,XIDIAN
www.icourse163.org,1002255001,画法几何及土木工程制图（下）,null,11586,大连理工大学,DLUT
www.icourse163.org,1002608028,经济学原理,null,3782,北京语言大学,BLCU
www.icourse163.org,482005,科举与中国文化,null,26234,湖南大学,HNU
www.icourse163.org,1001639007,机械原理,null,23962,吉林大学,JLU
www.icourse163.org,1002245013,有效教学,null,3769,云南师范大学,YNNU
www.icourse163.org,1001960010,分析化学,null,11199,中国地质大学（武汉）,CUG
www.icourse163.org,1002081025,大学信息技术基础,null,5670,福建农林大学,FAFU
www.icourse163.org,1001626005,微积分CAP,null,32794,国防科技大学,NUDT
www.icourse163.org,1002144006,全球商务,null,7343,四川大学,SCU
www.icourse163.org,1001854001,现代工程制图（下）,null,12173,大连理工大学,DLUT
www.icourse163.org,1002010031,创业企业法律问题面面观,null,15221,集美大学,JMU
www.icourse163.org,1001982014,设计创意学,null,3726,湖南大学,HNU
www.icourse163.org,1001938005,机械制造技术基础,null,20089,太原理工大学,TYUT
www.icourse163.org,1002478006,动物学,null,3713,华中农业大学,HZAU
www.icourse163.org,1001755036,学前儿童健康教育,null,8628,南京师范大学,NJNU
www.icourse163.org,1002550001,传感器原理及应用,null,3702,北京交通大学,NJTU
www.icourse163.org,1002057027,无机化学CAP,null,8808,哈尔滨工业大学,HIT
www.icourse163.org,1002529011,毛泽东思想和中国特色社会主义理论体系概论,null,3699,西安交通大学,XJTU
www.icourse163.org,1001665003,3D工程图学,null,20827,华中科技大学,HUST
www.icourse163.org,1001812007,机械工程控制基础,null,13641,东北大学,NEU
www.icourse163.org,1001640002,机械原理,null,15424,东北大学,NEU
www.icourse163.org,1002534004,数学实验,null,3679,重庆大学,CQU
www.icourse163.org,1002091005,计算机科学导论,null,10962,桂林电子科技大学,GLIET
www.icourse163.org,1001515005,大学生职业能力拓展,null,12443,哈尔滨工业大学,HIT
www.icourse163.org,153005,自我塑造：成功五要素,null,79105,哈尔滨工业大学,HIT
www.icourse163.org,1002204002,大学生职业生涯发展与规划,null,3662,电子科技大学,UESTC
www.icourse163.org,1001980014,设计心理学,null,3660,湖南大学,HNU
www.icourse163.org,1001770004,分析化学,null,17420,东北大学,NEU
www.icourse163.org,1001950001,数字信号处理,null,19365,北京交通大学,NJTU
www.icourse163.org,154006,无机化学——物质结构基础,null,10696,哈尔滨工业大学,HIT
www.icourse163.org,1001513011,机械原理学习指导与习题解析,null,20365,北京航空航天大学,BUAA
www.icourse163.org,1001863004,传感与检测技术,null,12064,武汉理工大学,WHUT
www.icourse163.org,1001821007,知识产权法学,null,17162,武汉理工大学,WHUT
www.icourse163.org,1001978001,智慧课堂教学,null,13286,爱课程,icourse
www.icourse163.org,1001752346,思想道德修养与法律基础,null,8582,南京大学,NJU
www.icourse163.org,1002223005,《史通》导读,null,10754,山东大学,SDU
www.icourse163.org,196001,大学计算机——计算思维之路,null,58593,北京交通大学,NJTU
www.icourse163.org,1001978008,交互数字媒体技术与设计,null,3605,湖南大学,HNU
www.icourse163.org,1002609067,英语短篇小说,null,3596,上海外国语大学,SISU
www.icourse163.org,1002111005,植物生理学,null,5645,湖南农业大学,HUNAU
www.icourse163.org,1002339006,“互联网+”教学设计与实践,null,3581,陕西师范大学,SNNU
www.icourse163.org,371001,VisualBasic.NET程序设计进阶,null,23063,同济大学,TONGJI
www.icourse163.org,1002478005,室内花草栽培技术与装饰布景,null,3575,兰州大学,LZU
www.icourse163.org,1002105005,设计史话,null,13575,山东大学,SDU
www.icourse163.org,1002527012,学前教育学,null,3563,西南大学,SWU
www.icourse163.org,1001986001,现代市场营销素质与能力提升,null,24052,哈尔滨工程大学,HRBEU
www.icourse163.org,1001614017,学在南哲：哲学与哲人,null,35377,南京大学,NJU
www.icourse163.org,1002578002,物理化学（上）,null,3549,北京化工大学,BUCT
www.icourse163.org,1001932013,自动控制原理（二）,null,17087,华中科技大学,HUST
www.icourse163.org,1001738001,科举与唐诗,null,17979,郑州大学,ZZU
www.icourse163.org,98001,大学物理-相对论和量子物理,null,40883,山东大学,SDU
www.icourse163.org,1001737003,犯罪现象：原因与对策,null,25254,郑州大学,ZZU
www.icourse163.org,1001513013,宇宙探索与发现,null,21046,大连大学,DLU
www.icourse163.org,1001768001,遗传与分子生物学实验,null,18486,厦门大学,XMU
www.icourse163.org,1002607013,中国古典舞与乐舞文化,null,3498,集美大学,JMU
www.icourse163.org,1001755159,钢结构,null,5730,河海大学,HHU
www.icourse163.org,1002227006,语文课程标准与教材研究,null,6500,北京师范大学,BNU
www.icourse163.org,1002476002,光影·光阴——早期中国电影漫谈系列,null,3473,南昌大学,NCU
www.icourse163.org,1002712010,会计学原理,null,3462,四川大学,SCU
www.icourse163.org,1001546002,动物生理学,null,23580,华中农业大学,HZAU
www.icourse163.org,483008,经济生活与数学,null,20424,湖南大学,HNU
www.icourse163.org,1002582005,离散数学,null,3426,福建师范大学,FJNU
www.icourse163.org,1002597082,法学方法论,null,3418,中国政法大学,cupl
www.icourse163.org,438002,概率论与数理统计,null,39125,国防科技大学,NUDT
www.icourse163.org,1001964004,园艺概论,null,29226,华中农业大学,HZAU
www.icourse163.org,318002,慕课问道,null,34403,北京大学,PKU
www.icourse163.org,1002548001,传感技术及应用,null,3385,哈尔滨工业大学,HIT
www.icourse163.org,1001698001,创业基础,null,24537,全国高等学校学生信息咨询与就业指导中心,chesicc
www.icourse163.org,1002081001,茶韵茶魂—安溪铁观音,null,4213,福建农林大学,FAFU
www.icourse163.org,1002014002,物联网工程导论,null,3365,哈尔滨工程大学,HRBEU
www.icourse163.org,451012,电子线路仿真设计与实验实例,null,8373,南昌工学院,NCGXY
www.icourse163.org,1001739001,文化差异与跨文化交际,null,18328,郑州大学,ZZU
www.icourse163.org,1002527015,管理的艺术,null,3362,华中师范大学,CCNU
www.icourse163.org,1002535008,大众传播学,null,3359,山东大学,SDU
www.icourse163.org,1001663006,计算思维的结构,null,20347,桂林电子科技大学,GLIET
www.icourse163.org,1001512001,工程图学（二）,null,7964,吉林大学,JLU
www.icourse163.org,1002327010,半导体物理,null,7666,电子科技大学,UESTC
www.icourse163.org,1001939001,化工原理（上）,null,13177,北京化工大学,BUCT
www.icourse163.org,1001769002,微生物学与免疫学实验,null,19685,厦门大学,XMU
www.icourse163.org,1002533004,健康评估,null,3317,中山大学,SYSU
www.icourse163.org,1002572004,电路分析,null,3309,厦门大学,XMU
www.icourse163.org,1002271005,食品化学,null,12826,福州大学,FZU
www.icourse163.org,1001862003,材料力学,null,14427,东北大学,NEU
www.icourse163.org,364001,微积分（四）,null,32670,哈尔滨工业大学,HIT
www.icourse163.org,193001,大学物理-力学和热学,null,3285,国防科技大学,NUDT
www.icourse163.org,1002327016,液压传动,null,3279,长安大学,CHD
www.icourse163.org,1002256021,工程图学（一）,null,13915,吉林大学,JLU
www.icourse163.org,1002485010,大学计算机CAP,null,3264,北京理工大学,BIT
www.icourse163.org,1001939004,传统社会的婚姻家庭,null,18483,湖北大学,HUBU
www.icourse163.org,1002200002,数字信号处理,null,8592,西安电子科技大学,XIDIAN
www.icourse163.org,1002401002,食品标准与法规,null,3260,西北农林科技大学,NWSUAF
www.icourse163.org,1001623003,中国行政法原理及应用,null,19562,南京大学,NJU
www.icourse163.org,44003,人体科学,null,76868,华东师范大学,ECNU
www.icourse163.org,1002480004,免疫学,null,3247,华中农业大学,HZAU
www.icourse163.org,89007,航空航天概论,null,32771,北京航空航天大学,BUAA
www.icourse163.org,1001813005,机械制造基础,null,13141,西北工业大学,NWPU
www.icourse163.org,1001995017,自动控制元件,null,12689,哈尔滨工程大学,HRBEU
www.icourse163.org,1001752041,植物学,null,6180,南京农业大学,NJAU
www.icourse163.org,1001965008,信息化教学能力之五项修炼,null,11797,爱课程,icourse
www.icourse163.org,1002117005,线性代数与空间解析几何,null,21398,哈尔滨工业大学,HIT
www.icourse163.org,1001912001,大学生科技创新课程之“挑战杯”课外学术科技作品竞赛,null,10587,西南交通大学,SWJTU
www.icourse163.org,1002146001,工程力学——静力学,null,8457,大连理工大学,DLUT
www.icourse163.org,1001805004,普通生物学实验,null,3187,厦门大学,XMU
www.icourse163.org,1001617007,物理-力学CAP,null,26451,中国教育学会,cse
www.icourse163.org,1002421002,面向核心素养的信息化教学设计,null,3168,爱课程,icourse
www.icourse163.org,1002143002,理论力学,null,6687,国防科技大学,NUDT
www.icourse163.org,1002075003,教育行业创业,null,6487,湖北经济学院,HBEU
www.icourse163.org,1001605006,大学物理典型问题解析—力学与热学,null,9922,北京理工大学,BIT
www.icourse163.org,1002533013,教育研究方法,null,3158,西南大学,SWU
www.icourse163.org,1002534006,钢结构设计原理,null,3151,湖南大学,HNU
www.icourse163.org,1002545002,汽车发动机构造,null,3146,天津大学,TJU
www.icourse163.org,1002030009,形势与政策,null,15866,华东理工大学,ECUST
www.icourse163.org,1001962013,马克思主义民族理论与政策,null,8848,广西民族大学,GXMZ
www.icourse163.org,1001993005,信息系统与数据库技术,null,14294,东华大学,DHU
www.icourse163.org,1002535005,中学数学课程标准与教材研究,null,3126,北京师范大学,BNU
www.icourse163.org,1001756013,数字电路与系统,null,16698,东南大学,SEU
www.icourse163.org,1001615018,半导体元件物理,null,3035,台湾新竹“交通大学”,NCTU
www.icourse163.org,1002528014,细胞生物学：细胞社会的奥秘,null,3031,暨南大学,JNU
www.icourse163.org,1002527006,理论力学,null,3029,北京师范大学,BNU
www.icourse163.org,1002141007,结构力学（上）,null,3027,湖南大学,HNU
www.icourse163.org,169002,高速铁路牵引供电系统,null,10788,西南交通大学,SWJTU
www.icourse163.org,1001959006,营运资金管理,null,17003,中国海洋大学,OUC
www.icourse163.org,1002599017,西方政治思想史,null,3010,天津师范大学,TJSFDX
www.icourse163.org,1002328022,保险理论与实务,null,7362,江西财经大学,JXUFE
www.icourse163.org,1001864002,大学生涯规划与职业发展,null,6212,武汉理工大学,WHUT
www.icourse163.org,1002007006,《论语》人生课堂,null,15810,黑龙江大学,HLJU
www.icourse163.org,45001,普通化学,null,26538,大连理工大学,DLUT
www.icourse163.org,350004,大学语文,null,2968,南开大学,NANKAI
www.icourse163.org,1002485001,趣味生物学实验,null,2952,山东大学,SDU
www.icourse163.org,1002526006,世界文明专题（古代部分）,null,12714,北京师范大学,BNU
www.icourse163.org,1002532010,国际贸易实务,null,2949,西南财经大学,SWUFE
www.icourse163.org,1002025001,智圆行方的世界——中国传统文化概论,null,24337,暨南大学,JNU
www.icourse163.org,1002145001,金属工艺学,null,7289,武汉理工大学,WHUT
www.icourse163.org,1002527014,珍奇观赏植物,null,2935,西南大学,SWU
www.icourse163.org,1001822012,环境学基础,null,8971,南开大学,NANKAI
www.icourse163.org,1001734003,物理化学（二）,null,15685,大连理工大学,DLUT
www.icourse163.org,1002028013,互换性与测量技术基础,null,13276,哈尔滨工业大学,HIT
www.icourse163.org,1002080012,体育舞蹈与文化,null,6951,大连理工大学,DLUT
www.icourse163.org,1002143003,法律人看婚姻家事,null,7163,暨南大学,JNU
www.icourse163.org,1002603039,工程图学,null,3113,天津大学,TJU
www.icourse163.org,1002083011,无机化学-原理Ⅱ,null,3110,厦门大学,XMU
www.icourse163.org,153004,无机化学——化学反应原理,null,42833,哈尔滨工业大学,HIT
www.icourse163.org,1001605004,大学物理典型问题解析—电磁学,null,17889,北京理工大学,BIT
www.icourse163.org,1001590003,海洋与人类文明的生产,null,20645,福州大学,FZU
www.icourse163.org,470001,探索“视”界——视光学与视觉科学导论,null,25705,金陵科技学院,JIT
www.icourse163.org,1002580003,地球概论,null,3074,福建师范大学,FJNU
www.icourse163.org,1001956010,流行病学基础（二）,null,12840,北京大学,PKU
www.icourse163.org,1002044009,农业植物病理学,null,3877,福建农林大学,FAFU
www.icourse163.org,1001816001,结构化学,null,9693,东北大学,NEU
www.icourse163.org,1002081013,结构力学——静定结构力学,null,5971,大连理工大学,DLUT
www.icourse163.org,1002144003,走近马克思,null,3059,暨南大学,JNU
www.icourse163.org,1002600028,茶叶加工学,null,3051,华中农业大学,HZAU
www.icourse163.org,21003,神韵诗研究,null,58949,山东大学,SDU
www.icourse163.org,1001862004,数字电路01密码的奥秘,null,8809,武汉理工大学,WHUT
www.icourse163.org,1001934009,中学化学教学设计与实践,null,8674,北京师范大学,BNU
www.icourse163.org,1001941003,生活中的纠纷与解决,null,21123,华北电力大学,NUEPU
www.icourse163.org,1002574004,唐宋诗词与传统文化,null,9090,湖南师范大学,HUNNU
www.icourse163.org,1001900002,大学生科技创新课程之机械创新设计大赛,null,11251,西南交通大学,SWJTU
www.icourse163.org,1001743004,大学生职业发展与就业指导,null,15420,福州大学,FZU
www.icourse163.org,1001963024,职业：道与术,null,2922,湖北长江互联网教育研究院,irong
www.icourse163.org,1001983021,三维形式基础,null,9429,湖南大学,HNU
www.icourse163.org,1001915004,大学物理—相对论、电磁学,null,13493,大连理工大学,DLUT
www.icourse163.org,312001,数学文化十讲,null,31463,南开大学,NANKAI
www.icourse163.org,1002248013,线性代数学习指导与应用案例,null,2905,西安电子科技大学,XIDIAN
www.icourse163.org,1001635002,自动化专业概论,null,21483,华北电力大学（保定）,NCEPUB
www.icourse163.org,20008,航空发动机燃烧学,null,17011,西北工业大学,NWPU
www.icourse163.org,1002699014,唐诗与长安文化,null,2866,陕西师范大学,SNNU
www.icourse163.org,1001785001,职业与创业胜任力,null,12589,南京大学,NJU
www.icourse163.org,1001553014,信息化领导力,null,27025,爱课程,icourse
www.icourse163.org,1002060023,数字化教师信息技术素养,null,2861,华中师范大学,CCNU
www.icourse163.org,1001632002,金属材料及热处理,null,18329,中国地质大学（武汉）,CUG
www.icourse163.org,1002472002,理论力学（上）,null,2856,华中农业大学,HZAU
www.icourse163.org,1002125002,计算机硬件技术基础,null,8766,东北大学,NEU
www.icourse163.org,1001555014,走向深度的合作学习,null,20006,爱课程,icourse
www.icourse163.org,1002527020,小学课程设计与评价,null,2831,华南师范大学,scnu
www.icourse163.org,1002081011,创业管理,null,2827,电子科技大学,UESTC
www.icourse163.org,1001758015,国家预算管理,null,16737,中南财经政法大学,ZNUEDU
www.icourse163.org,1001815009,企业文化与商业伦理,null,10342,东北大学,NEU
www.icourse163.org,1002080025,环境监测,null,5757,东华大学,DHU
www.icourse163.org,1002339005,微电子器件,null,2802,电子科技大学,UESTC
www.icourse163.org,1002245009,走进天文学,null,17268,南京大学,NJU
www.icourse163.org,1001998010,力学A,null,2798,大连理工大学,DLUT
www.icourse163.org,1001540004,结构力学（二）,null,19596,西南交通大学,SWJTU
